"project_phase","User_uid","Cat","Fox","Marten","Raccoon","garden_type","garden_size","Local_tree_cover","fence_height","compost","Lat","Long","pop_100","dist_water_100","imperv_100","noise_100","tree_cover_100","distance_border","inside","season","covid"
1,70,8,5,2,14,"Kleingarten",3400,40,160,"Offen",5819588.29184233,378647.298195713,1.29760670661926,83.8775024414062,7.32614517211914,54.0474128723145,46.0906715393066,3079.61782353467,1,"Fall","No"
1,73,12,15,1,2,"Wohngrundstueck",500,10,100,"Offen",5810782.76392659,378271.852122313,48.9760704040527,631.836059570312,10.3455152511597,60.0495185852051,44.5334129333496,1711.89747678897,1,"Fall","No"
1,76,0,12,2,3,"Wohngrundstueck",1000,20,140,"Offen",5829317.27216662,381052.773418858,47.2953758239746,1510.12756347656,59.6261978149414,54.6417388916016,47.4880485534668,1951.85504189871,1,"Fall","No"
1,80,53,0,0,0,"Wohngrundstueck",800,30,160,"Offen",5814757.03083174,406008.811527957,17.0477428436279,2223.31469726562,43.0625228881836,24.8510990142822,39.6760520935059,12.1010581886104,1,"Fall","No"
1,81,2,1,1,2,"Kleingarten",320,10,100,"Offen",5817152.96479213,381050.079209353,0,870.496459960938,37.1000747680664,51.4744529724121,0,5914.85296435415,1,"Fall","No"
1,84,1,2,2,1,"Wohngrundstueck",50,5,120,"Offen",5811606.32402058,406657.9976128,77.4280014038086,177.367462158203,90.7584075927734,60.804874420166,7.40995979309082,2416.89659358055,1,"Fall","No"
1,88,3,23,1,8,"Wohngrundstueck",1000,20,120,"Geschlossen",5807762.25458244,408058.790037405,17.9653701782227,1070.24731445312,43.2464332580566,53.3950347900391,36.4457092285156,3679.30209465959,1,"Fall","No"
1,89,30,29,1,0,"Kleingarten",300,15,140,"Geschlossen",5807765.02458784,381067.104661028,2.05340051651001,144.185073852539,45.5305595397949,46.1883964538574,43.615421295166,146.822021179599,1,"Fall","No"
1,90,30,2,0,32,"Wohngrundstueck",1026,10,140,"Offen",5804334.91628026,407836.835691847,17.0588874816895,27.8025913238525,49.4733390808105,48.7209243774414,18.9380168914795,495.977126383871,1,"Fall","No"
1,91,0,37,1,0,"Wohngrundstueck",1000,30,80,"Offen",5832598.61460905,382681.995331594,38.5933494567871,555.722290039062,26.5773391723633,42.0045166015625,32.6341323852539,112.658536398622,1,"Fall","No"
1,93,48,6,1,6,"Wohngrundstueck",1500,20,90,"Offen",5830307.35610909,381816.083964217,18.1359615325928,1647.45581054688,10.3912324905396,59.2132263183594,26.6565093994141,1981.5217730195,1,"Fall","No"
1,94,45,0,0,3,"Wohngrundstueck",40,0,170,"Keiner",5826404.41772281,382731.034232548,92.7306289672852,320.229949951172,26.1493015289307,54.3338928222656,56.5234146118164,3793.06023765696,1,"Fall","No"
1,95,26,4,2,0,"Wohngrundstueck",160,5,100,"Offen",5820627.01251685,403849.325007313,69.7031326293945,1309.46875,52.5347175598145,50.1219177246094,14.3366527557373,2328.98139101105,1,"Fall","No"
1,97,9,0,0,0,"Wohngrundstueck",600,20,80,"Geschlossen",5823083.96604195,382179.230026581,105.791496276855,405.891784667969,22.3696155548096,59.4000129699707,23.24755859375,5623.6330947086,1,"Fall","No"
1,99,23,5,0,64,"Wohngrundstueck",500,12,160,"Offen",5818494.21499847,381722.859094902,35.0240173339844,883.579406738281,18.2153606414795,52.8415794372559,19.3149013519287,6208.29212176666,1,"Fall","No"
1,100,43,10,0,11,"Kleingarten",600,5,120,"Geschlossen",5815037.62664288,405151.069035967,34.3937377929688,1564.90612792969,56.7298240661621,46.7550277709961,39.5888557434082,710.02805273731,1,"Fall","No"
1,102,0,5,2,0,"Wohngrundstueck",1200,10,200,"Keiner",5815239.56049838,383189.855712189,39.079231262207,874.0419921875,35.0459022521973,57.6672668457031,22.3223285675049,6443.534990669,1,"Fall","No"
1,104,6,55,1,3,"Wohngrundstueck",1000,10,80,"Offen",5811145.62588219,382112.269869255,63.862174987793,903.359252929688,60.917366027832,50.1709632873535,31.0914363861084,2326.23370275325,1,"Fall","No"
1,105,34,5,2,0,"Wohngrundstueck",300,20,150,"Offen",5813105.27202742,404027.248675577,39.4946975708008,734.373901367188,69.2040557861328,60.5648994445801,39.389476776123,2041.96962575035,1,"Fall","No"
1,107,83,4,4,0,"Wohngrundstueck",334,15,200,"Keiner",5809908.49012879,403863.421152047,57.1734504699707,490.470275878906,83.7193984985352,48.9293479919434,10.8104629516602,4112.85404112073,1,"Fall","No"
1,113,5,0,0,0,"Wohngrundstueck",350,1,140,"Keiner",5821393.65398882,402687.614801323,21.1903800964355,1997.33178710938,57.341552734375,68.0378723144531,41.6925468444824,2106.34365336217,1,"Fall","No"
1,114,2,2,0,0,"Wohngrundstueck",3000,1,0,"Offen",5818709.21662038,403456.762846651,46.6872711181641,635.064880371094,52.174633026123,55.4823417663574,20.7678337097168,3539.14987266571,1,"Fall","No"
1,115,7,2,0,4,"Wohngrundstueck",7500,20,180,"Offen",5818443.28057372,403600.736598424,35.9199981689453,937.211242675781,39.4157905578613,57.3682403564453,12.4421892166138,3323.36311250742,1,"Fall","No"
1,118,2,0,1,2,"Wohngrundstueck",30,5,100,"Keiner",5825247.57245686,393862.744302078,28.6426849365234,734.06640625,49.0049324035645,59.1820220947266,54.7401237487793,5755.24900362491,1,"Fall","No"
1,119,41,4,0,19,"Wohngrundstueck",350,15,130,"Geschlossen",5815683.3475738,403175.547556836,40.2533111572266,733.578186035156,37.6398239135742,51.4236450195312,39.2965660095215,2773.65343952563,1,"Fall","No"
1,121,4,2,0,1,"Wohngrundstueck",777,15,150,"Offen",5833496.87294197,384098.422138238,30.1519718170166,99.2735595703125,32.1137466430664,50.0930480957031,23.59739112854,399.259202046418,1,"Fall","No"
1,124,0,1,1,0,"Wohngrundstueck",500,15,100,"Keiner",5808147.78736571,401694.029353194,26.4261035919189,1202.67053222656,39.7554130554199,70.7564468383789,54.9062957763672,1910.94997529646,1,"Fall","No"
1,130,30,1,0,10,"Wohngrundstueck",720,40,100,"Offen",5826934.17405341,400522.559283613,23.1949710845947,1042.54858398438,55.5674896240234,55.1898155212402,29.631368637085,835.303679943023,1,"Fall","No"
1,131,2,5,0,15,"Wohngrundstueck",1000,20,140,"Offen",5821938.65199346,399746.521139787,45.4080467224121,251.306625366211,63.9722862243652,59.6558418273926,38.8232841491699,4451.91872307035,1,"Fall","No"
1,132,46,1,7,4,"Wohngrundstueck",650,50,110,"Offen",5817887.36180372,399769.00539925,57.7637939453125,1594.70837402344,63.5303153991699,52.8771934509277,27.0437049865723,6648.22284883206,1,"Fall","No"
1,135,2,0,0,6,"Wohngrundstueck",70,4,150,"Offen",5816156.61221968,400160.177923176,60.0519943237305,1999.07702636719,67.5828704833984,55.4536247253418,19.9309215545654,5825.48587183367,1,"Fall","No"
1,139,14,0,1,0,"Wohngrundstueck",650,10,150,"Geschlossen",5811275.51085224,400950.734730021,38.6062622070312,1356.05163574219,59.4908638000488,53.9051666259766,23.2992763519287,4691.27370459187,1,"Fall","No"
1,141,7,1,1,0,"Wohngrundstueck",350,15,100,"Offen",5809165.75640541,401464.288735387,21.5515670776367,160.272369384766,52.71630859375,60.3507041931152,51.0877113342285,2716.28046235735,1,"Fall","No"
1,142,16,2,0,0,"Wohngrundstueck",200,10,115,"Offen",5807622.36673369,399940.918806247,31.3286170959473,840.204528808594,56.5981330871582,52.4776382446289,23.4484996795654,1048.53581368046,1,"Fall","No"
1,145,0,3,0,0,"Wohngrundstueck",1000,40,130,"Keiner",5810682.66721652,385140.90556235,85.5613784790039,204.072906494141,46.5402565002441,59.3171768188477,42.8385887145996,2214.93623326528,1,"Fall","No"
1,148,40,11,5,0,"Kleingarten",360,20,120,"Geschlossen",5809803.85675407,384821.574825302,7.10695457458496,70.2756881713867,26.7024116516113,53.2618026733398,61.1797523498535,1294.89137442966,1,"Fall","No"
1,149,2,3,0,3,"Wohngrundstueck",4000,40,0,"Offen",5833135.19699095,398034.062082697,49.0620231628418,979.587341308594,34.9174652099609,63.5038185119629,38.815746307373,1429.28230756031,1,"Fall","No"
1,151,50,0,7,21,"Wohngrundstueck",4000,30,200,"Offen",5833079.92791689,397678.617844741,15.5296277999878,1129.55236816406,13.2763586044312,58.8460540771484,29.3575191497803,1665.1665330323,1,"Fall","No"
1,152,54,0,0,28,"Wohngrundstueck",100,30,100,"Geschlossen",5830761.37162476,386547.797065518,53.5115089416504,114.70662689209,57.0808296203613,47.0694541931152,36.5057487487793,1157.52133258054,1,"Fall","No"
1,154,53,1,0,12,"Wohngrundstueck",250,10,125,"Geschlossen",5828166.05851322,386394.92923227,43.1081771850586,1108.38537597656,40.4550933837891,53.784725189209,29.1642036437988,3572.0300744626,1,"Fall","No"
1,157,1,6,19,27,"Kleingarten",400,25,140,"Offen",5827536.6776988,391992.044706911,119.851364135742,938.072204589844,87.8915023803711,47.9293823242188,4.73108577728271,5057.65282898436,1,"Fall","No"
1,158,23,17,14,0,"Kleingarten",200,10,80,"Keiner",5820390.85111647,386373.902508231,245.817367553711,234.874145507812,100,62.1922874450684,0,10343.287512463,1,"Fall","No"
1,159,94,0,0,0,"Wohngrundstueck",90,10,50,"Keiner",5816984.56263725,387272.267760805,233.264404296875,892.394653320312,73.993896484375,43.4741401672363,15.5979337692261,8846.41666235123,1,"Fall","No"
1,161,7,0,0,0,"Wohngrundstueck",80,30,150,"Keiner",5812055.18163663,387432.396112354,313.677642822266,221.301223754883,94.9160079956055,57.4975280761719,0,3951.9273116626,1,"Fall","No"
1,163,41,8,5,0,"Wohngrundstueck",260,15,150,"Offen",5811630.01429022,386974.426924725,88.3411254882812,221.690856933594,40.5193023681641,61.0387115478516,42.8603897094727,3528.13952041559,1,"Fall","No"
1,164,94,0,1,0,"Wohngrundstueck",400,20,80,"Offen",5808713.70763554,385662.866711085,44.6539154052734,298.089965820312,44.0741729736328,52.1404685974121,48.9716835021973,1357.07093961553,1,"Fall","No"
1,165,3,1,0,0,"Wohngrundstueck",600,45,150,"Offen",5807188.18301455,401317.977949599,32.2554969787598,2101.07592773438,52.2705459594727,56.104679107666,48.7466430664062,950.084151145358,1,"Fall","No"
1,169,0,3,0,17,"Wohngrundstueck",400,10,80,"Geschlossen",5828708.77894018,387888.777860688,51.5193252563477,556.162963867188,72.5476226806641,54.5643005371094,25.3395824432373,2930.59903201441,1,"Fall","No"
1,170,1,0,0,0,"Kleingarten",399,5,150,"Keiner",5819632.79177968,399361.966787478,0.0944242477416992,608.541748046875,69.2042541503906,59.9266624450684,42.0322151184082,5798.39116787602,1,"Fall","No"
1,171,12,2,0,7,"Wohngrundstueck",500,5,80,"Geschlossen",5808618.73964133,398503.964177303,43.0232009887695,395.618133544922,58.8254127502441,60.6036834716797,37.8543167114258,1940.4070639696,1,"Fall","No"
1,172,10,3,1,23,"Kleingarten",500,30,50,"Offen",5816535.17235475,398850.681573797,84.2942962646484,695.100524902344,99.28173828125,61.5830688476562,1.28412055969238,7172.635847027,1,"Fall","No"
1,177,68,26,11,5,"Wohngrundstueck",1000,25,250,"Offen",5811723.48335267,397991.757778675,23.9369373321533,1145.93188476562,62.1794815063477,53.1118469238281,44.6724739074707,3636.74920121578,1,"Fall","No"
1,181,0,7,0,0,"Kleingarten",300,15,120,"Offen",5813730.87463263,387886.353813264,238.204788208008,737.083312988281,40.1218032836914,52.4593391418457,49.7176933288574,5655.8802696174,1,"Fall","No"
1,183,14,2,1,0,"Wohngrundstueck",280,0,90,"Offen",5809192.88282148,387855.153935346,51.939998626709,847.982238769531,26.4548778533936,51.9214172363281,62.9242553710938,1201.40411584335,1,"Fall","No"
1,184,5,2,0,0,"Wohngrundstueck",250,30,140,"Keiner",5809256.06207515,388901.380187454,57.2802352905273,934.673522949219,58.7906379699707,50.2503776550293,27.0402965545654,1956.13509705208,1,"Fall","No"
1,188,2,2,0,4,"Kleingarten",500,25,120,"Offen",5829238.33692217,390917.933044011,3.53999996185303,186.456283569336,46.5472183227539,47.3305282592773,65.7382888793945,3035.76645615286,1,"Fall","No"
1,189,29,1,1,3,"Wohngrundstueck",1000,20,180,"Offen",5827564.08366646,390843.529832217,43.6830558776855,1124.44750976562,49.6618003845215,62.0076599121094,44.5177688598633,4516.80100856584,1,"Fall","No"
1,190,7,2,0,4,"Kleingarten",250,5,100,"Geschlossen",5825059.2955785,389660.255075232,137.599853515625,652.286437988281,80.9381637573242,66.846565246582,11.7249240875244,6633.59360588425,1,"Fall","No"
1,197,0,1,1,1,"Wohngrundstueck",1000,10,160,"Offen",5817280.62591907,403993.463406832,29.1859092712402,315.244873046875,59.4615745544434,50.3486213684082,49.1509780883789,2657.71011341022,1,"Fall","No"
1,199,52,2,38,14,"Wohngrundstueck",700,10,120,"Geschlossen",5830150.18963328,393411.722367625,28.8386268615723,497.175262451172,46.9734001159668,52.6674919128418,51.5754051208496,2760.00953675893,1,"Fall","No"
1,202,98,0,0,2,"Wohngrundstueck",240,2,80,"Keiner",5823300.72795253,398320.149517889,75.599723815918,565.885192871094,40.4290542602539,52.2994041442871,59.7631568908691,4694.56161667809,1,"Fall","No"
1,203,46,18,0,116,"Wohngrundstueck",400,5,100,"Offen",5825944.91906815,391657.052700968,89.6414947509766,472.929229736328,53.8585739135742,62.9453659057617,43.6383285522461,6328.41592273749,1,"Fall","No"
1,207,11,0,2,0,"Kleingarten",250,25,110,"Offen",5812183.96228706,392078.230525277,0.241989150643349,423.235229492188,51.4772109985352,54.507869720459,66.5117874145508,4269.51342258644,1,"Fall","No"
1,208,12,3,0,0,"Wohngrundstueck",600,20,120,"Offen",5811289.65730945,392316.294096776,47.3374443054199,505.843200683594,67.2270889282227,49.8332557678223,35.1802711486816,3347.06780771515,1,"Fall","No"
1,209,4,1,0,0,"Kleingarten",400,15,120,"Offen",5809814.14002579,392231.319366834,0,416.609680175781,6.92472791671753,47.2486000061035,9.6877613067627,1966.34707391353,1,"Fall","No"
1,210,17,1,0,0,"Wohngrundstueck",130,5,120,"Geschlossen",5806762.70938456,391825.028958366,103.328727722168,1019.09130859375,33.7742881774902,54.4116477966309,52.5232238769531,757.141853830447,1,"Fall","No"
1,212,14,3,0,2,"Wohngrundstueck",800,5,120,"Offen",5828577.14809123,394828.694484173,30.4567604064941,811.213928222656,59.0821647644043,63.9616508483887,49.7448234558105,3465.68780958499,1,"Fall","No"
1,215,18,21,0,1,"Wohngrundstueck",1100,15,0,"Offen",5822972.72765043,395445.541503846,226.613525390625,721.381713867188,91.3491363525391,45.6072807312012,3.19703340530396,6083.67657113675,1,"Fall","No"
1,216,3,0,0,0,"Wohngrundstueck",80,10,100,"Offen",5809364.8442231,413605.364279526,24.8924331665039,186.829254150391,30.1188011169434,52.8260765075684,8.08049869537354,525.512825208593,1,"Fall","No"
1,222,19,1,2,0,"Kleingarten",430,20,0,"Geschlossen",5831288.08867655,396687.427366273,0,659.414794921875,49.8706398010254,64.056037902832,66.1817245483398,1974.1487254346,1,"Fall","No"
1,224,43,1,0,0,"Wohngrundstueck",800,15,80,"Keiner",5827807.7052908,396103.199478262,24.7411937713623,1801.12048339844,36.3319358825684,54.7374610900879,52.8506660461426,2640.3099830602,1,"Fall","No"
1,226,4,0,1,1,"Kleingarten",400,10,100,"Offen",5823575.11038304,396779.94993318,104.592102050781,385.191345214844,59.6318626403809,65.7763519287109,34.0091018676758,4880.75957402458,1,"Fall","No"
1,227,3,0,0,0,"Wohngrundstueck",200,5,90,"Offen",5823314.4604652,397613.67775894,138.539749145508,127.22200012207,76.6615142822266,49.0226249694824,21.421558380127,4819.09747326046,1,"Fall","No"
1,229,2,15,0,0,"Kleingarten",200,15,0,"Geschlossen",5817008.57208267,396339.000574723,91.6662445068359,77.1552658081055,65.6846542358398,51.1760635375977,34.3252220153809,8127.54037826135,1,"Fall","No"
1,230,1,2,0,0,"Kleingarten",330,6,120,"Geschlossen",5814888.16287087,396246.192737389,0,960.031433105469,54.194953918457,70.0089263916016,54.9953384399414,6018.26490928026,1,"Fall","No"
1,231,41,2,0,5,"Wohngrundstueck",520,60,200,"Keiner",5811885.89980388,396675.268982126,37.1373977661133,461.409606933594,67.2951507568359,56.6929550170898,40.8533973693848,3192.69488716426,1,"Fall","No"
1,232,2,6,0,0,"Wohngrundstueck",900,30,150,"Offen",5810853.51711196,395822.561867032,28.1440086364746,841.45556640625,63.4189186096191,55.3773155212402,40.1261100769043,1948.46040239597,1,"Fall","No"
1,233,10,0,0,1,"Kleingarten",600,20,110,"Offen",5807840.33759033,397311.660042698,6.48487043380737,155.033432006836,47.7839202880859,48.6141510009766,54.9991760253906,1121.56281064426,1,"Fall","No"
1,234,2,0,0,0,"Wohngrundstueck",450,10,140,"Geschlossen",5806502.21486613,397423.100251568,33.3499984741211,116.385513305664,32.0327186584473,41.7827453613281,5.09831094741821,84.96907044981,1,"Fall","No"
1,236,4,1,1,2,"Kleingarten",475,12,120,"Geschlossen",5824621.19865064,387885.425184024,0.00178590719588101,696.905151367188,36.8507194519043,61.8661308288574,37.9926643371582,6997.54291536772,1,"Fall","No"
1,238,43,8,0,8,"Kleingarten",600,15,120,"Geschlossen",5822053.4517232,399567.848180829,80.1862564086914,418.030181884766,60.0011901855469,56.406867980957,23.4223537445068,4601.40015212767,1,"Fall","No"
1,239,8,1,0,1,"Wohngrundstueck",530,20,100,"Keiner",5813483.46183726,372976.584344921,24.7090244293213,353.851013183594,17.5903587341309,44.1832580566406,32.2318153381348,1248.58977387885,1,"Fall","No"
1,240,36,7,0,1,"Wohngrundstueck",400,20,140,"Geschlossen",5813146.42706894,373141.910929438,16.3112907409668,575.930908203125,18.8683662414551,45.0394325256348,64.3510513305664,1443.90941205135,1,"Fall","No"
1,242,8,45,0,3,"Wohngrundstueck",1000,15,150,"Offen",5814770.83704568,372593.489743168,34.9074554443359,504.731231689453,39.8236122131348,53.6141967773438,32.1387557983398,662.357510437327,1,"Fall","No"
1,243,3,7,0,2,"Wohngrundstueck",812,40,120,"Offen",5823869.34853114,374567.081661147,46.5290489196777,249.226089477539,43.2855491638184,59.4142913818359,42.2495079040527,396.177112713364,1,"Fall","No"
1,244,8,3,0,0,"Wohngrundstueck",700,50,160,"Offen",5813630.47476239,374095.30913774,25.2959117889404,694.506591796875,34.3959350585938,48.1287803649902,43.8919830322266,2345.77741120752,1,"Fall","No"
1,245,9,13,2,0,"Wohngrundstueck",50,10,100,"Keiner",5809351.15109808,374453.006404167,52.0781669616699,510.624755859375,47.9226531982422,52.4274864196777,21.5811958312988,1846.50554729316,1,"Fall","No"
1,246,10,3,0,0,"Wohngrundstueck",250,15,120,"Offen",5823963.87295958,375878.795351346,38.0209312438965,646.579162597656,63.0497627258301,61.5429725646973,41.5562629699707,1549.0562014496,1,"Fall","No"
1,249,3,6,0,0,"Kleingarten",270,10,120,"Offen",5810365.77434907,380627.69099085,8.09940624237061,1274.82641601562,67.9232406616211,56.1963996887207,13.953314781189,1077.39588493753,1,"Fall","No"
1,250,48,0,0,2,"Wohngrundstueck",976,10,120,"Geschlossen",5830161.21441867,384663.084535609,46.4234008789062,1082.36474609375,30.8225688934326,51.375057220459,60.4354286193848,2074.65210725151,1,"Fall","No"
1,253,3,5,1,1,"Kleingarten",360,15,150,"Offen",5812216.02624032,385064.198245242,138.255783081055,396.540771484375,61.1799812316895,65.2984466552734,28.8211860656738,3624.59600204011,1,"Fall","No"
1,254,78,6,0,1,"Wohngrundstueck",950,10,120,"Offen",5810143.20299488,383992.437425342,92.7799987792969,753.0703125,46.1146011352539,46.3655052185059,50.4690895080566,1428.39916599153,1,"Fall","No"
1,260,0,1,5,2,"Wohngrundstueck",1000,20,130,"Keiner",5804559.25219687,390981.959931525,37.9615516662598,1135.26843261719,44.9156379699707,52.845344543457,50.1641540527344,332.608939345389,1,"Fall","No"
1,262,4,1,1,0,"Wohngrundstueck",500,20,120,"Offen",5824915.58422322,395125.682457121,15.1275768280029,559.31005859375,64.5308303833008,56.6133842468262,31.0460071563721,4884.07967313927,1,"Fall","No"
1,263,19,5,0,1,"Wohngrundstueck",1100,80,60,"Offen",5819838.93716448,394601.995675892,310.2138671875,1479.32580566406,59.2626914978027,45.638542175293,28.4329891204834,9196.22286154387,1,"Fall","No"
1,269,15,0,0,2,"Wohngrundstueck",400,10,70,"Geschlossen",5812380.61319367,398356.872259055,45.6083335876465,985.993103027344,56.1828498840332,54.0525016784668,33.5039825439453,4381.48503113334,1,"Fall","No"
1,270,15,8,1,26,"Kleingarten",650,10,110,"Offen",5815794.77845818,401217.317170291,1.22000002861023,1109.17456054688,50.0830879211426,55.1836853027344,61.8597221374512,4717.36507778034,1,"Fall","No"
1,272,0,0,5,1,"Wohngrundstueck",600,3,180,"Keiner",5815403.14382837,402716.211281831,21.3412475585938,280.080596923828,40.6070098876953,55.6556358337402,57.5843391418457,3171.31691672212,1,"Fall","No"
1,274,21,10,3,0,"Wohngrundstueck",500,35,130,"Offen",5808997.13785859,404438.754595224,29.8500003814697,90.7558517456055,20.4681911468506,42.8357887268066,61.7575988769531,3183.56923038709,1,"Fall","No"
1,275,37,0,0,2,"Wohngrundstueck",1200,20,100,"Keiner",5806361.9768783,403662.012079739,36.2453918457031,1464.1181640625,47.6412391662598,59.3835868835449,61.1199836730957,750.899346054597,1,"Fall","No"
1,277,0,1,0,4,"Wohngrundstueck",400,15,180,"Offen",5817031.64189092,406209.404669474,38.4222640991211,614.61181640625,71.8944778442383,48.8379325866699,13.3394041061401,428.017155758797,1,"Fall","No"
1,278,23,3,0,10,"Wohngrundstueck",820,25,120,"Geschlossen",5816888.34650596,406186.024689295,38.86083984375,715.189514160156,68.7616424560547,47.8171806335449,22.9338569641113,461.176529014185,1,"Fall","No"
1,279,24,22,11,1,"Wohngrundstueck",300,20,0,"Keiner",5811824.45247199,407359.694844852,64.8709259033203,173.799362182617,50.9856071472168,53.3569984436035,48.9604759216309,2315.63892008506,1,"Fall","No"
1,284,1,1,0,12,"Wohngrundstueck",600,12,50,"Geschlossen",5809705.30722795,375010.427639985,36.0372581481934,76.543815612793,14.0698404312134,48.5788040161133,44.552433013916,1907.71807486672,1,"Fall","No"
1,285,1,5,0,1,"Wohngrundstueck",1700,30,0,"Geschlossen",5813903.64653759,404262.489076975,25.6356391906738,1213.15185546875,56.2815437316895,52.1383590698242,33.6789245605469,1472.47378126405,1,"Fall","No"
1,287,0,2,0,0,"Wohngrundstueck",1500,10,120,"Geschlossen",5825056.56511755,376765.837913296,52.3899955749512,841.100952148438,46.5431747436523,53.6722793579102,44.3737449645996,2256.77362683519,1,"Fall","No"
1,288,4,0,1,0,"Wohngrundstueck",600,50,150,"Geschlossen",5819746.47860031,376564.156970754,39.7302398681641,645.991333007812,62.6023216247559,54.8097076416016,32.2253570556641,1066.95808188078,1,"Fall","No"
1,289,1,1,0,1,"Wohngrundstueck",3000,10,80,"Offen",5816928.09803659,376497.900399552,17.5527000427246,98.8117218017578,74.4792861938477,65.0379028320312,8.35044097900391,2368.3440213061,1,"Fall","No"
1,293,3,0,1,0,"Wohngrundstueck",1100,20,120,"Offen",5830224.84024059,381303.182721747,37.4117012023926,1166.04602050781,44.5533866882324,49.7056770324707,55.8504371643066,2031.09877989103,1,"Fall","No"
1,294,0,0,0,5,"Wohngrundstueck",450,0,140,"Keiner",5829766.91010695,379914.615923239,32.5230865478516,468.691955566406,58.166748046875,46.3032035827637,45.6166534423828,1329.09681863891,1,"Fall","No"
1,301,63,5,1,2,"Wohngrundstueck",250,10,160,"Offen",5811940.16751699,382475.884042849,27.9305839538574,204.727523803711,26.6063232421875,50.0398712158203,28.4566879272461,3185.72318585678,1,"Fall","No"
1,302,4,1,0,0,"Wohngrundstueck",220,20,120,"Geschlossen",5809017.61101513,382683.087630646,71.0800094604492,821.592163085938,45.3866996765137,54.1194343566895,50.4988746643066,1136.27592103255,1,"Fall","No"
1,303,2,2,0,4,"Kleingarten",300,20,120,"Offen",5829789.84799231,387362.328793691,10.4627380371094,588.748107910156,17.1628551483154,47.2240753173828,22.0914535522461,1811.32195662941,1,"Fall","No"
1,304,17,0,0,1,"Wohngrundstueck",200,5,100,"Offen",5809029.98755067,387418.879684615,43.967887878418,1065.70446777344,29.5021305084229,47.8757476806641,25.7181282043457,923.800786240736,1,"Fall","No"
1,305,0,1,0,0,"Wohngrundstueck",50,2,200,"Offen",5827436.96826935,388929.353232106,112.981872558594,93.6360092163086,68.3827667236328,49.275390625,21.3567295074463,4210.92008028041,1,"Fall","No"
1,306,2,3,1,0,"Kleingarten",300,15,110,"Offen",5812658.36393333,389207.558538358,24.5896625518799,362.450225830078,26.6252460479736,54.4341621398926,46.7406730651855,4926.7414691544,1,"Fall","No"
1,307,4,3,0,0,"Wohngrundstueck",676,10,0,"Geschlossen",5828691.79751285,390822.657247749,30.7413997650146,632.527282714844,53.8715858459473,53.9064750671387,52.0516738891602,3499.20125810914,1,"Fall","No"
1,308,26,13,1,20,"Wohngrundstueck",575,10,150,"Keiner",5827080.48125714,390387.170743039,51.6626815795898,794.688659667969,63.9267845153809,48.6173400878906,40.569881439209,4812.75339507603,1,"Fall","No"
1,309,3,0,1,0,"Wohngrundstueck",300,5,125,"Offen",5830250.22563274,393315.011546404,33.8636322021484,396.791839599609,56.9592208862305,51.0983467102051,42.0167999267578,2660.39425911815,1,"Fall","No"
